id_usuario,produto,organico,nome_produtor,local,avaliacao,latitude,longitude
7b2546d7-6054-4c3f-988b-8bf114139704,Abacate,1,Agrifam,Santa Maria,1,-16.0171229,-48.0131328
399e83f5-f3db-4633-a860-8af532357f2a,Tomate,0,Coopbrasil,Gama,5,-16.0170857,-48.0653054
0437a871-6379-44b0-8a19-5d9a934ea4db,Repolho,0,Asproc,Paranoá,1,-15.77544,-47.7797631
6064d5b2-fbae-4690-baeb-5c83277060a5,Mamão,0,Coopebraz,Samambaia,4,-15.8769989,-48.0881004
56ce6fc8-c5fb-4664-82f4-ac368a47ec9e,Pitaia,0,Afeca,São Sebastião,5,-15.9033774,-47.7717736
a8293b1e-2563-4141-93ab-39b470480adc,Cajamanga,1,Cooper-Horti,Paranoá,3,-15.77544,-47.7797631
29a6e36f-c4f0-49ae-8b5f-1f0a94641b3e,Abóbora,0,Cooperbrasília,São Sebastião,3,-15.9033774,-47.7717736
7d3557df-3edb-46a0-b820-cbbe58343361,Abacate,1,Aspaf,Guará,3,-15.8235629,-47.9768165
4d1b2315-9b8e-4e1b-9d77-3ee93e197294,Atemóia,0,Cooperbrasília,São Sebastião,4,-15.9033774,-47.7717736
5e24094c-bcdb-49ea-ac55-b8048c547cff,Jiló,0,Aspaf,Núcleo Bandeirante,4,-15.8711851,-47.9679941
f6565a0b-11a0-4667-b695-cc561ca3d4c5,Morango,0,Coopbrasil,Recanto das Emas,4,-15.9025481,-48.0607778
b039a672-fb3b-45ed-9d25-658f388b4634,Graviola,0,Coopebraz,Taguatinga,5,-15.8335277,-48.0565716
b5d89147-5d2a-4fbc-849a-86293dc0cda6,Quiabo,1,Coopebraz,Brazlândia,2,-15.6808898,-48.1942621
291207db-8f09-468d-ae8b-dc7b64a1da1e,Goiaba,0,Coopebraz,Samambaia,1,-15.8769989,-48.0881004
6ff3771a-9a43-481d-a244-64afd64b6497,Lichia,0,Coopbrasil,Planaltina,3,-15.6181947,-47.6555703
f6565a0b-11a0-4667-b695-cc561ca3d4c5,Chuchu,0,Coopebraz,Recanto das Emas,3,-15.9025481,-48.0607778
6385d0b3-9e0e-40bc-a8ee-14c63e606f07,Agrião,0,Cootaquara,Ceilândia,1,-15.8173391,-48.1045766
957fe6d7-a15c-4c9e-baeb-f865e98b21a3,Uva,0,Cooperbrasília,Sobradinho,2,-15.6500533,-47.7848449
5664abed-6df6-4864-9fc7-b7c65f6bf88b,Coco,1,Agrifam,Gama,4,-16.0170857,-48.0653054
a6122351-048f-4997-a34a-97716d142455,Gengibre,1,Asproc,Recanto das Emas,1,-15.9025481,-48.0607778
3aca182d-29bc-45e7-878b-8510dc7105e3,Pimentão,0,Prorural,Plano Piloto,3,-15.79523,-47.88288
a7cfa0e2-1714-41f4-8f85-4e8e191f8239,Couve,0,Cooper-mista,Planaltina,5,-15.6181947,-47.6555703
d29c3325-a279-4984-bc9c-df42435bc004,Berinjela,0,Aspronte,Ceilândia,5,-15.8173391,-48.1045766
c51db744-af49-4abc-876b-b3631e20038d,Maracujá,1,Coopebraz,Recanto das Emas,5,-15.9025481,-48.0607778
5eec6d69-980f-419e-9af2-9b8c7f74490c,Limão,0,Coopbrasil,Recanto das Emas,3,-15.9025481,-48.0607778
8529b46d-201a-48c9-a176-8ec46643de31,Atemóia,0,Coopbrasil,Brazlândia,1,-15.6808898,-48.1942621
da742914-03ec-4f89-a932-87c7e4f9e405,Mamão,1,Asproc,Samambaia,4,-15.8769989,-48.0881004
9a216350-eee7-4170-a90f-9595903e7cfb,Mamão,0,Cooper-mista,Planaltina,1,-15.6181947,-47.6555703
fe4703f0-bec1-4c15-a21f-76dfbfb1917b,Limão,1,Coopebraz,Recanto das Emas,4,-15.9025481,-48.0607778
ca96cae9-cff7-4748-b378-38f0e0e8df55,Uva,0,Astraf,Guará,3,-15.8235629,-47.9768165
ad758ffa-4476-4d7a-b03a-44cd1bc49a3b,Berinjela,1,Agrifam,Santa Maria,3,-16.0171229,-48.0131328
c18bfda7-e3df-4edb-b30d-b931808e6711,Agrião,0,Rede Terra,Santa Maria,5,-16.0171229,-48.0131328
d03010f5-2879-4b1c-8bd4-bf70c312db85,Uva,0,Aspaf,Guará,1,-15.8235629,-47.9768165
e065f56a-74be-4d34-88c9-1825d1d59665,Morango,0,Prorural,Paranoá,3,-15.77544,-47.7797631
ede0c748-1d5b-4972-b257-5ab46a38d0f5,Graviola,1,Asphor,Plano Piloto,4,-15.79523,-47.88288
06523cba-82ac-474f-a02b-ecae08ffc24d,Tangerina,0,Aspronte,Ceilândia,4,-15.8173391,-48.1045766
31d768ba-2882-48cd-83e1-4330f5014e71,Gengibre,1,Coopebraz,Recanto das Emas,1,-15.9025481,-48.0607778
2b72d257-f186-4bc2-be79-4c696c1c5e54,Coco,1,Cooperbrasília,São Sebastião,2,-15.9033774,-47.7717736
0efe0e4c-21dd-46b7-8634-b13757c581bc,Alface,0,Coopebraz,Taguatinga,1,-15.8335277,-48.0565716
bd047cf3-7974-4b2b-8dfc-f50f0ce529cd,Morango,0,Prorural,Plano Piloto,4,-15.79523,-47.88288
907cd0fc-71a1-416d-befc-7229b8c2a7fb,Banana,0,Rede Terra,Santa Maria,4,-16.0171229,-48.0131328
05cdc25e-7ebe-4f38-b746-168722d01f38,Abóbora,0,Prorural,Plano Piloto,5,-15.79523,-47.88288
38b8c788-8b9d-4f60-8980-c2f55701c0a7,Brócolis,1,Cooperbrasília,Sobradinho,3,-15.6500533,-47.7848449
7d91262f-258a-4c40-b345-3e4802291b0d,Limão,1,Asproc,Ceilândia,5,-15.8173391,-48.1045766
c3da0f03-32ea-44d5-b452-c5c262cecb5a,Brócolis,0,Prorural,Paranoá,1,-15.77544,-47.7797631
48c9bbe8-db49-4916-9cc2-7792029c8a52,Batata,0,Prorural,Plano Piloto,5,-15.79523,-47.88288
6ca429c7-75ee-4991-aac5-18a4d443e60b,Repolho,0,Coopbrasil,Recanto das Emas,3,-15.9025481,-48.0607778
2efb38b4-6e71-4d95-9c59-56da7c9d6d3e,Alface,0,Coopbrasil,Ceilândia,1,-15.8173391,-48.1045766
12144907-a06c-484e-a3ff-c4b9027a8d85,Lichia,1,Coopebraz,Recanto das Emas,1,-15.9025481,-48.0607778
532192fd-1a85-4880-99ce-86766646f022,Cebola,1,Asproc,Ceilândia,5,-15.8173391,-48.1045766
8044f587-7ba8-4362-a350-75a4465a5fb1,Abacate,1,AsSpag,Brazlândia,2,-15.6808898,-48.1942621
a2ad0b23-495f-4f61-b73f-e0fdeba1c3b9,Agrião,0,Coopbrasil,Brazlândia,2,-15.6808898,-48.1942621
90e88fd9-6e24-4132-abd5-80a8492d65fb,Quiabo,1,Cooperbrasília,São Sebastião,4,-15.9033774,-47.7717736
bd3f77a3-9bfd-4595-8ca6-f1c42b81e764,Chuchu,1,Aspronte,Ceilândia,1,-15.8173391,-48.1045766
f2a9fdb9-a41f-43bc-a6b9-0f3eba1c7430,Morango,0,Asphor,Santa Maria,1,-16.0171229,-48.0131328
261e50a1-c532-48b9-9652-8b0870ed751f,Banana,1,Aspaf,Plano Piloto,3,-15.79523,-47.88288
cf9167b5-8b98-4aa3-b433-149d3987c779,Goiaba,0,Asphor,Gama,3,-16.0170857,-48.0653054
92454a40-dccd-47e1-b070-1255c080dc20,Pitaia,0,Afeca,São Sebastião,2,-15.9033774,-47.7717736
c3d886c3-bf5f-449c-9794-624ccfe8f5d5,Tomate,0,Rede Terra,Santa Maria,2,-16.0171229,-48.0131328
5b4e13fd-eacf-4380-a64c-a571649b218a,Manga,1,Cooper-Horti,Paranoá,3,-15.77544,-47.7797631
fa66bb82-898e-4caf-be3f-5f76d1b9dcfd,Abóbora,1,Afeca,São Sebastião,2,-15.9033774,-47.7717736
0cfb7964-5474-481c-97c6-4121ef349ed4,Tomate,0,AsSpag,Brazlândia,1,-15.6808898,-48.1942621
58831bb9-4c9d-4e3e-951c-752c2109f6f2,Alface,1,Aspaf,Guará,2,-15.8235629,-47.9768165
f50585b6-4983-4441-ba98-788cb9e7a0fa,Abóbora,1,Afeca,São Sebastião,1,-15.9033774,-47.7717736
acabc199-74ae-466d-b53b-77e32cd6e145,Tangerina,1,Prorural,Plano Piloto,4,-15.79523,-47.88288
5c25e915-13fc-48c9-b817-67a18be2f881,Gengibre,1,Asproc,Recanto das Emas,5,-15.9025481,-48.0607778
57797115-f405-4df7-aa26-dec8fda68278,Chuchu,0,Aspronte,Recanto das Emas,3,-15.9025481,-48.0607778
c8827ef4-04b6-4868-90fe-b4b5700b0f18,Pitaia,1,Cooper-Horti,Paranoá,2,-15.77544,-47.7797631
fa08eeec-1652-4977-9568-52c5ce3a56bb,Pimentão,0,Asproc,Samambaia,3,-15.8769989,-48.0881004
28a133a9-f255-499b-8a4b-02db7a4f14a0,Mandioca,1,Prorural,Plano Piloto,1,-15.79523,-47.88288
8809fb24-6ccd-4d5a-b544-63064f82fcd5,Pitaia,0,Asphor,Plano Piloto,2,-15.79523,-47.88288
6959a6ee-04d2-4f47-b19b-473d1963d21e,Pepino,0,Asphor,Santa Maria,2,-16.0171229,-48.0131328
653e6321-983f-4af5-afac-405cc5a5e54e,Maracujá,1,Coopbrasil,Brazlândia,3,-15.6808898,-48.1942621
2203a11f-51d8-48d2-827f-c8e71aa23056,Pitaia,1,Aspaf,Núcleo Bandeirante,2,-15.8711851,-47.9679941
fddbdc5b-4c90-43cd-a433-729f2a525b68,Pitaia,0,Prorural,Paranoá,2,-15.77544,-47.7797631
9a216350-eee7-4170-a90f-9595903e7cfb,Cajamanga,1,Agrifam,Santa Maria,5,-16.0171229,-48.0131328
b1116195-6e46-430f-a3d4-cc863d8bb0ae,Pitaia,0,Coopbrasil,Recanto das Emas,3,-15.9025481,-48.0607778
bd42c1e9-f2d9-4b50-98f3-811ca6f3a9a0,Manga,0,Aspronte,Recanto das Emas,5,-15.9025481,-48.0607778
8c4cb5b3-fbbf-47d1-973a-18fba063255c,Cenoura,1,Coopbrasil,Recanto das Emas,4,-15.9025481,-48.0607778
9cb2fe61-947a-4a74-9659-d34fc7a3a067,Maracujá,0,Agrifam,Gama,5,-16.0170857,-48.0653054
5fff9e66-e054-40d7-9de6-f686db879346,Chuchu,1,Asproc,Ceilândia,2,-15.8173391,-48.1045766
dadffc69-5579-4909-b81f-cbb9ddca6a55,Banana,1,AsSpag,Brazlândia,3,-15.6808898,-48.1942621
c1cabea4-a3a5-40a1-ac73-d7f7b7aefcd4,Cenoura,0,Coopebraz,Recanto das Emas,4,-15.9025481,-48.0607778
d76c5a3b-2354-4d84-ba6a-18da68d46df6,Gengibre,1,Asphor,Santa Maria,2,-16.0171229,-48.0131328
fb46ee53-136f-4a91-bbbc-e2255220d699,Batata,1,Cooperbrasília,São Sebastião,3,-15.9033774,-47.7717736
f58ace1f-718e-4070-9b94-fd35dc28b115,Abacate,1,Coopbrasil,Recanto das Emas,2,-15.9025481,-48.0607778
055077fc-25f2-4e96-b6c3-e4ce860f1ff6,Limão,0,Coopebraz,Samambaia,5,-15.8769989,-48.0881004
655d9e63-c32e-43de-9bdd-73d59c46bd3f,Manga,1,Coopbrasil,Brazlândia,1,-15.6808898,-48.1942621
3e90b576-7810-4f78-a3dc-840696023a6c,Manga,1,Afeca,São Sebastião,2,-15.9033774,-47.7717736
e3686e0a-27ec-485f-9036-de0e5282685c,Brócolis,0,Coopebraz,Recanto das Emas,5,-15.9025481,-48.0607778
72b8b856-3742-4af3-bedd-d9ee06135a5f,Pitaia,1,Amista,Santa Maria,3,-16.0171229,-48.0131328
0677b3b1-6a16-4bd6-90e3-f4d88f21b05f,Morango,1,Asproc,Recanto das Emas,5,-15.9025481,-48.0607778
e344e15b-e46f-43c7-80f6-275d70a2f8e0,Atemóia,0,Cooperbrasília,São Sebastião,4,-15.9033774,-47.7717736
32cde79b-29a2-4c3b-aea9-6cc6ce0cea7c,Tomate,0,Asphor,Plano Piloto,2,-15.79523,-47.88288
b5acac3a-13b6-48d7-b207-711cc95ffc9e,Atemóia,1,AsSpag,Brazlândia,4,-15.6808898,-48.1942621
6553709c-8fe9-4b1f-b029-ecdb37ebd6be,Jiló,0,Coopbrasil,Núcleo Bandeirante,1,-15.8711851,-47.9679941
d6327cf8-8fb5-449a-9f70-8087e4f196f3,Manga,1,Cooper-mista,Planaltina,5,-15.6181947,-47.6555703
1dec494d-3d1c-49d1-85ec-1d71503d29bb,Tomate,1,Coopebraz,Taguatinga,5,-15.8335277,-48.0565716
e989daa4-f21b-4cea-9c92-89d0d965bf9c,Batata,0,Asphor,Santa Maria,4,-16.0171229,-48.0131328
e0a6e6c1-8b97-4860-9e95-5141bee2580e,Beterraba,1,Asproc,Ceilândia,2,-15.8173391,-48.1045766
3618290f-0cc2-47ae-b863-043e31bb9119,Goiaba,1,Coopbrasil,Planaltina,4,-15.6181947,-47.6555703
d5504d83-bc5d-4885-bdd6-58dc4e0c68a2,Gengibre,1,Prorural,Plano Piloto,4,-15.79523,-47.88288
1c773a7c-38a2-4731-931b-cfd3aa9670ce,Banana,0,Coopebraz,Taguatinga,4,-15.8335277,-48.0565716
6c084518-b647-44c7-89f1-ea776fc757b0,Abóbora,0,Asproc,Paranoá,4,-15.77544,-47.7797631
437ea0df-42da-4f16-b4e9-c8027eb52bcb,Abacate,1,Asproc,Planaltina,2,-15.6181947,-47.6555703
d76c5a3b-2354-4d84-ba6a-18da68d46df6,Batata,0,Asphor,Plano Piloto,1,-15.79523,-47.88288
653e6321-983f-4af5-afac-405cc5a5e54e,Banana,1,Coopebraz,Recanto das Emas,2,-15.9025481,-48.0607778
6c4e9de6-42e8-4a15-a8d5-91c645b64e6a,Couve,1,Aspaf,Guará,4,-15.8235629,-47.9768165
5ec5828c-4164-4466-8c3a-5ac50e1fe08c,Tangerina,0,Coopbrasil,Samambaia,4,-15.8769989,-48.0881004
9038c2e0-6dff-40dc-977c-090bcb207cf8,Batata,0,Coopbrasil,Ceilândia,2,-15.8173391,-48.1045766
ada10360-9c19-4a9d-a913-d6b861a04c39,Mamão,1,Coopbrasil,Ceilândia,1,-15.8173391,-48.1045766
054b8115-643b-407c-9729-af02a168a4b0,Banana,0,Asproc,Samambaia,5,-15.8769989,-48.0881004
9ec2fde9-e2d2-4bc1-bfec-4405ad16dd94,Abacate,0,Asphor,Santa Maria,4,-16.0171229,-48.0131328
4fb59599-4c25-4f9e-9ea3-0af36319d421,Mamão,1,Aspronte,Recanto das Emas,2,-15.9025481,-48.0607778
18e46f85-00db-4ff2-bf6f-cc5cd346d3cd,Lichia,0,Asphor,Plano Piloto,4,-15.79523,-47.88288
308a62cd-f6f4-444f-9951-5ebf7a41c455,Morango,1,Aspronte,Recanto das Emas,1,-15.9025481,-48.0607778
48c62932-530f-4996-8e16-d8ca3462fcf4,Quiabo,1,Asproc,Planaltina,4,-15.6181947,-47.6555703
e3bda968-e7dc-4e4e-93f7-44b0ef580b2c,Lichia,1,Rede Terra,Santa Maria,5,-16.0171229,-48.0131328
f50585b6-4983-4441-ba98-788cb9e7a0fa,Couve,0,Aspaf,Guará,1,-15.8235629,-47.9768165
f53e5878-709f-4091-91a7-5e5338cc5c12,Abóbora,1,Coopbrasil,Samambaia,2,-15.8769989,-48.0881004
124d7048-bef3-4de4-892f-6806726bc0a4,Pimentão,1,Coopebraz,Brazlândia,2,-15.6808898,-48.1942621
ed3e200e-6112-4607-9635-6bda731372cf,Coco,0,Cooperbrasília,Sobradinho,5,-15.6500533,-47.7848449
a0740cf9-2b1f-417d-a79a-da1d5317061e,Batata,0,Cooperbrasília,Sobradinho,1,-15.6500533,-47.7848449
f22276a3-5b85-4d7a-ac22-cbfe4d490871,Pimentão,0,Aspronte,Recanto das Emas,5,-15.9025481,-48.0607778
64e1a2ac-00d1-45c0-b34c-b464dae50e58,Gengibre,1,Coopebraz,Recanto das Emas,3,-15.9025481,-48.0607778
6326c345-3491-4c20-9be4-5ad7ad9d1b9b,Coco,1,Asproc,Recanto das Emas,2,-15.9025481,-48.0607778
0b7fed3d-bba2-40bf-9b17-6cae28dcc1dc,Chuchu,1,Astraf,Guará,5,-15.8235629,-47.9768165
909ace24-cc2d-4a02-90fd-c1c2dc756d0a,Goiaba,0,Agrifam,Santa Maria,4,-16.0171229,-48.0131328
c6aea01e-48dd-4b39-b5ad-66e320457f44,Jiló,1,AsSpag,Brazlândia,1,-15.6808898,-48.1942621
73f503ad-a982-47e3-aa30-5ad50d6a41d2,Beterraba,0,Agrifam,Santa Maria,3,-16.0171229,-48.0131328
ada10360-9c19-4a9d-a913-d6b861a04c39,Tangerina,0,Coopbrasil,Gama,2,-16.0170857,-48.0653054
f2a9fdb9-a41f-43bc-a6b9-0f3eba1c7430,Atemóia,0,Aspaf,Núcleo Bandeirante,3,-15.8711851,-47.9679941
66855279-bc6d-4957-9ac7-87bdfec44edb,Cajamanga,0,Asphor,Gama,2,-16.0170857,-48.0653054
aee97a04-4bfa-4209-8fe8-94aea0848eb3,Tomate,1,Astraf,Guará,3,-15.8235629,-47.9768165
92ea72dc-b1bc-4458-8934-b9baf5609748,Agrião,0,Coopbrasil,Gama,2,-16.0170857,-48.0653054
fc33e18f-edde-4f79-b68f-3dc32080bc60,Cebola,0,Asproc,Samambaia,3,-15.8769989,-48.0881004
8447271a-4961-4d2c-8988-4071ca696d31,Cenoura,1,Coopbrasil,Brazlândia,5,-15.6808898,-48.1942621
4aa2ce11-3011-4bbf-9bcf-d71c7d5cff25,Banana,1,Aspaf,Núcleo Bandeirante,2,-15.8711851,-47.9679941
6959df05-e86c-4ed6-85eb-078bf9aeecd2,Coco,0,Agrifam,Taguatinga,2,-15.8335277,-48.0565716
73f503ad-a982-47e3-aa30-5ad50d6a41d2,Berinjela,1,Asproc,Planaltina,4,-15.6181947,-47.6555703
9bdb8a0d-5474-42fd-ace2-dc57aefebbef,Quiabo,1,Cooper-Horti,Paranoá,3,-15.77544,-47.7797631
b20b5e35-4140-42a3-a0a1-a86bbad5200a,Abóbora,0,Cooperbrasília,São Sebastião,2,-15.9033774,-47.7717736
2eabf22e-501d-4950-b455-913334ba5437,Lichia,1,Asphor,Santa Maria,4,-16.0171229,-48.0131328
4bbb35e3-078c-462e-8a04-bb60a2129847,Pepino,0,Agrifam,Gama,2,-16.0170857,-48.0653054
e7e34860-f4a7-4f0f-9521-5386bfdca031,Mandioca,0,Aspaf,Plano Piloto,3,-15.79523,-47.88288
a25caf2a-f170-46fe-868e-e43a29679c12,Brócolis,0,Coopebraz,Recanto das Emas,1,-15.9025481,-48.0607778
6af55918-1344-4cab-9471-0289f19324fd,Gengibre,1,Rede Terra,Santa Maria,2,-16.0171229,-48.0131328
2a594d04-4c90-442a-960b-7f62a1fb5f7c,Manga,0,Coopbrasil,Planaltina,1,-15.6181947,-47.6555703
62de4139-1266-44c4-bbb0-b59f568bb517,Cenoura,1,AsSpag,Brazlândia,5,-15.6808898,-48.1942621
7cbca426-5e2f-44c1-822d-fdf013f0fc1a,Quiabo,1,Coopbrasil,Brazlândia,1,-15.6808898,-48.1942621
89424cd5-8dc1-4ec7-b7bf-06b30cfac3a6,Cenoura,1,Asproc,Samambaia,4,-15.8769989,-48.0881004
d953b9af-0118-4c2f-95dc-0008866d4d84,Cenoura,1,Coopbrasil,Brazlândia,5,-15.6808898,-48.1942621
7e13bab9-31aa-45a0-af68-2169cb9a6ad5,Chuchu,1,Coopebraz,Brazlândia,1,-15.6808898,-48.1942621
971c2ecf-887c-446e-a629-865b3f279296,Agrião,0,Aspaf,Plano Piloto,3,-15.79523,-47.88288
2bb7ce0c-6df4-4f87-af52-38b64fd65f1f,Coco,1,Cooperbrasília,São Sebastião,3,-15.9033774,-47.7717736
857b255b-3040-411e-a914-60061ad0b001,Morango,0,Asphor,Gama,2,-16.0170857,-48.0653054
e5f4c69b-ac58-47d1-9f74-078b2bc0cb68,Brócolis,0,Aspaf,Plano Piloto,1,-15.79523,-47.88288
7fccbb12-df51-494c-a864-2c5bd58621f2,Cebola,1,Coopebraz,Recanto das Emas,2,-15.9025481,-48.0607778
4e00a5ba-8312-43f7-8dac-faedfb8656a2,Manga,1,Rede Terra,Santa Maria,4,-16.0171229,-48.0131328
841b2ac1-3dc9-4758-bafd-6a3b0d07d089,Banana,1,Asproc,Planaltina,1,-15.6181947,-47.6555703
745e6456-1d10-4794-b610-0a83f00bbe71,Atemóia,0,Afeca,São Sebastião,1,-15.9033774,-47.7717736
de2a7f23-d2f7-46a6-b0af-12dea91b8f3c,Gengibre,1,Agrifam,Taguatinga,5,-15.8335277,-48.0565716
8d6f5dec-f75d-49d3-b76c-00b4f3f46d58,Goiaba,1,Coopbrasil,Ceilândia,1,-15.8173391,-48.1045766
9e2041c4-0134-4040-a8cd-e56287ceb04b,Alface,0,Coopebraz,Brazlândia,4,-15.6808898,-48.1942621
dc5b662c-55f4-4855-afbd-f5048bcf8271,Beterraba,0,Coopebraz,Brazlândia,1,-15.6808898,-48.1942621
3c4b4605-dd78-47cd-9048-103a351b10ff,Quiabo,1,Coopbrasil,Brazlândia,5,-15.6808898,-48.1942621
70fd9b94-e2f8-48d7-badd-9c563e78513c,Manga,1,Asphor,Plano Piloto,1,-15.79523,-47.88288
c7678145-9fab-4f39-88a6-3a155755a79a,Cebola,1,Cooperbrasília,São Sebastião,5,-15.9033774,-47.7717736
7b465846-eeed-4e34-bd6e-9dbf51ce6ec1,Abacate,0,Coopbrasil,Brazlândia,5,-15.6808898,-48.1942621
c5ee8be4-79bd-4f83-983e-7b3982ad1816,Goiaba,0,Prorural,Plano Piloto,5,-15.79523,-47.88288
767e441e-fcf7-40bf-bbbc-1fcad152247d,Morango,0,Prorural,Paranoá,5,-15.77544,-47.7797631
c31212d4-6e29-4f10-b24a-b15dd0b5dc10,Limão,0,Aspronte,Ceilândia,4,-15.8173391,-48.1045766
b48e9730-f215-4e92-a935-a8f1dfc28118,Morango,1,Coopebraz,Brazlândia,3,-15.6808898,-48.1942621
8809fb24-6ccd-4d5a-b544-63064f82fcd5,Goiaba,0,Agrifam,Santa Maria,2,-16.0171229,-48.0131328
0fb5b4df-6a40-429d-b0f5-a0ddbce53554,Mandioca,1,Coopbrasil,Ceilândia,1,-15.8173391,-48.1045766
c66218fb-6bd4-4b53-9fb7-fdfa644ed89e,Atemóia,1,Cooper-mista,Planaltina,1,-15.6181947,-47.6555703
0f81c2d2-b047-4e3a-9b82-a7f0d9341c7b,Cebola,0,Coopebraz,Brazlândia,5,-15.6808898,-48.1942621
2278d532-3048-4a84-a1ad-a64f8d9dfe4b,Cajamanga,1,Asphor,Gama,2,-16.0170857,-48.0653054
bb8ff056-e876-4a0a-8857-db666e4aeb1d,Batata,0,Aspaf,Plano Piloto,4,-15.79523,-47.88288
00121ac0-6dd1-4d56-aae5-0c80b51db7aa,Banana,0,Amista,Santa Maria,3,-16.0171229,-48.0131328
53fa9237-533c-4cac-9574-24ff5830c45c,Lichia,1,Afeca,São Sebastião,4,-15.9033774,-47.7717736
b3821acb-d7ce-410e-8be1-198a41eb8fdc,Gengibre,0,Coopbrasil,Recanto das Emas,4,-15.9025481,-48.0607778
3dec76a9-a9cd-4470-b650-1862eab8a69a,Atemóia,0,Coopbrasil,Recanto das Emas,5,-15.9025481,-48.0607778
f8549652-e7d3-4dbd-892b-4406fd125850,Abóbora,0,Coopbrasil,Gama,3,-16.0170857,-48.0653054
b763a2de-17e3-44a3-a51d-d44eb0ad9377,Limão,1,Agrifam,Gama,4,-16.0170857,-48.0653054
58ce7b45-d26d-4db5-8e19-e26b409336da,Tomate,1,Amista,Santa Maria,2,-16.0171229,-48.0131328
223b555b-5084-4d94-889f-68246b02f00a,Lichia,0,Cooper-mista,Planaltina,2,-15.6181947,-47.6555703
7ba19c7a-7b82-4d2c-b7aa-ac5f199399ac,Maracujá,0,Coopebraz,Recanto das Emas,4,-15.9025481,-48.0607778
65f78b5b-e12c-4cce-92be-47df934b7b6f,Maracujá,0,Coopebraz,Recanto das Emas,5,-15.9025481,-48.0607778
053d0f6f-a15d-4cf5-a273-a01b529f7835,Gengibre,1,Rede Terra,Santa Maria,1,-16.0171229,-48.0131328
9765e9dc-3be8-4dc4-9b4a-9cfedec3e201,Repolho,1,Coopebraz,Taguatinga,3,-15.8335277,-48.0565716
ebd41d76-1daf-42f1-ac50-98e71fb322e2,Berinjela,1,Agrifam,Santa Maria,1,-16.0171229,-48.0131328
70aab8c4-c4ae-4324-ad81-2a1587c556ef,Cajamanga,1,Rede Terra,Santa Maria,2,-16.0171229,-48.0131328
35b28903-09c1-40db-95d1-3afad2d566a4,Cajamanga,0,Asproc,Recanto das Emas,4,-15.9025481,-48.0607778
538586bb-e793-4147-b086-793dd8701c24,Repolho,1,Prorural,Paranoá,2,-15.77544,-47.7797631
e410d476-cbe8-4813-8309-67eeb60d9e4b,Berinjela,0,Asproc,Recanto das Emas,2,-15.9025481,-48.0607778
05290cb6-a168-428d-a95e-6a70c6553502,Alface,0,Coopbrasil,Ceilândia,5,-15.8173391,-48.1045766
