id_usuario,produto,organico,nome_produtor,local,avaliacao
2b72d257-f186-4bc2-be79-4c696c1c5e54,Coco,1,Cooperbrasília,São Sebastião,2
0efe0e4c-21dd-46b7-8634-b13757c581bc,Alface,0,Coopebraz,Taguatinga,1
bd047cf3-7974-4b2b-8dfc-f50f0ce529cd,Morango,0,Prorural,Plano Piloto,4
907cd0fc-71a1-416d-befc-7229b8c2a7fb,Banana,0,Rede Terra,Santa Maria,4
05cdc25e-7ebe-4f38-b746-168722d01f38,Abóbora,0,Prorural,Plano Piloto,5
38b8c788-8b9d-4f60-8980-c2f55701c0a7,Brócolis,1,Cooperbrasília,Sobradinho,3
7d91262f-258a-4c40-b345-3e4802291b0d,Limão,1,Asproc,Ceilândia,5
c3da0f03-32ea-44d5-b452-c5c262cecb5a,Brócolis,0,Prorural,Paranoá,1
48c9bbe8-db49-4916-9cc2-7792029c8a52,Batata,0,Prorural,Plano Piloto,5
6ca429c7-75ee-4991-aac5-18a4d443e60b,Repolho,0,Coopbrasil,Recanto das Emas,3
2efb38b4-6e71-4d95-9c59-56da7c9d6d3e,Alface,0,Coopbrasil,Ceilândia,1
12144907-a06c-484e-a3ff-c4b9027a8d85,Lichia,1,Coopebraz,Recanto das Emas,1
532192fd-1a85-4880-99ce-86766646f022,Cebola,1,Asproc,Ceilândia,5
8044f587-7ba8-4362-a350-75a4465a5fb1,Abacate,1,AsSpag,Brazlândia,2
a2ad0b23-495f-4f61-b73f-e0fdeba1c3b9,Agrião,0,Coopbrasil,Brazlândia,2
90e88fd9-6e24-4132-abd5-80a8492d65fb,Quiabo,1,Cooperbrasília,São Sebastião,4
bd3f77a3-9bfd-4595-8ca6-f1c42b81e764,Chuchu,1,Aspronte,Ceilândia,1
f2a9fdb9-a41f-43bc-a6b9-0f3eba1c7430,Morango,0,Asphor,Santa Maria,1
261e50a1-c532-48b9-9652-8b0870ed751f,Banana,1,Aspaf,Plano Piloto,3
cf9167b5-8b98-4aa3-b433-149d3987c779,Goiaba,0,Asphor,Gama,3
92454a40-dccd-47e1-b070-1255c080dc20,Pitaia,0,Afeca,São Sebastião,2
c3d886c3-bf5f-449c-9794-624ccfe8f5d5,Tomate,0,Rede Terra,Santa Maria,2
5b4e13fd-eacf-4380-a64c-a571649b218a,Manga,1,Cooper-Horti,Paranoá,3
fa66bb82-898e-4caf-be3f-5f76d1b9dcfd,Abóbora,1,Afeca,São Sebastião,2
0cfb7964-5474-481c-97c6-4121ef349ed4,Tomate,0,AsSpag,Brazlândia,1
58831bb9-4c9d-4e3e-951c-752c2109f6f2,Alface,1,Aspaf,Guará,2
f50585b6-4983-4441-ba98-788cb9e7a0fa,Abóbora,1,Afeca,São Sebastião,1
acabc199-74ae-466d-b53b-77e32cd6e145,Tangerina,1,Prorural,Plano Piloto,4
5c25e915-13fc-48c9-b817-67a18be2f881,Gengibre,1,Asproc,Recanto das Emas,5
57797115-f405-4df7-aa26-dec8fda68278,Chuchu,0,Aspronte,Recanto das Emas,3
c8827ef4-04b6-4868-90fe-b4b5700b0f18,Pitaia,1,Cooper-Horti,Paranoá,2
fa08eeec-1652-4977-9568-52c5ce3a56bb,Pimentão,0,Asproc,Samambaia,3
28a133a9-f255-499b-8a4b-02db7a4f14a0,Mandioca,1,Prorural,Plano Piloto,1
8809fb24-6ccd-4d5a-b544-63064f82fcd5,Pitaia,0,Asphor,Plano Piloto,2
6959a6ee-04d2-4f47-b19b-473d1963d21e,Pepino,0,Asphor,Santa Maria,2
653e6321-983f-4af5-afac-405cc5a5e54e,Maracujá,1,Coopbrasil,Brazlândia,3
2203a11f-51d8-48d2-827f-c8e71aa23056,Pitaia,1,Aspaf,Núcleo Bandeirante,2
fddbdc5b-4c90-43cd-a433-729f2a525b68,Pitaia,0,Prorural,Paranoá,2
9a216350-eee7-4170-a90f-9595903e7cfb,Cajamanga,1,Agrifam,Santa Maria,5
b1116195-6e46-430f-a3d4-cc863d8bb0ae,Pitaia,0,Coopbrasil,Recanto das Emas,3
bd42c1e9-f2d9-4b50-98f3-811ca6f3a9a0,Manga,0,Aspronte,Recanto das Emas,5
8c4cb5b3-fbbf-47d1-973a-18fba063255c,Cenoura,1,Coopbrasil,Recanto das Emas,4
9cb2fe61-947a-4a74-9659-d34fc7a3a067,Maracujá,0,Agrifam,Gama,5
5fff9e66-e054-40d7-9de6-f686db879346,Chuchu,1,Asproc,Ceilândia,2
dadffc69-5579-4909-b81f-cbb9ddca6a55,Banana,1,AsSpag,Brazlândia,3
c1cabea4-a3a5-40a1-ac73-d7f7b7aefcd4,Cenoura,0,Coopebraz,Recanto das Emas,4
d76c5a3b-2354-4d84-ba6a-18da68d46df6,Gengibre,1,Asphor,Santa Maria,2
fb46ee53-136f-4a91-bbbc-e2255220d699,Batata,1,Cooperbrasília,São Sebastião,3
f58ace1f-718e-4070-9b94-fd35dc28b115,Abacate,1,Coopbrasil,Recanto das Emas,2
055077fc-25f2-4e96-b6c3-e4ce860f1ff6,Limão,0,Coopebraz,Samambaia,5
655d9e63-c32e-43de-9bdd-73d59c46bd3f,Manga,1,Coopbrasil,Brazlândia,1
3e90b576-7810-4f78-a3dc-840696023a6c,Manga,1,Afeca,São Sebastião,2
e3686e0a-27ec-485f-9036-de0e5282685c,Brócolis,0,Coopebraz,Recanto das Emas,5
72b8b856-3742-4af3-bedd-d9ee06135a5f,Pitaia,1,Amista,Santa Maria,3
0677b3b1-6a16-4bd6-90e3-f4d88f21b05f,Morango,1,Asproc,Recanto das Emas,5
e344e15b-e46f-43c7-80f6-275d70a2f8e0,Atemóia,0,Cooperbrasília,São Sebastião,4
32cde79b-29a2-4c3b-aea9-6cc6ce0cea7c,Tomate,0,Asphor,Plano Piloto,2
b5acac3a-13b6-48d7-b207-711cc95ffc9e,Atemóia,1,AsSpag,Brazlândia,4
6553709c-8fe9-4b1f-b029-ecdb37ebd6be,Jiló,0,Coopbrasil,Núcleo Bandeirante,1
d6327cf8-8fb5-449a-9f70-8087e4f196f3,Manga,1,Cooper-mista,Planaltina,5
1dec494d-3d1c-49d1-85ec-1d71503d29bb,Tomate,1,Coopebraz,Taguatinga,5
e989daa4-f21b-4cea-9c92-89d0d965bf9c,Batata,0,Asphor,Santa Maria,4
e0a6e6c1-8b97-4860-9e95-5141bee2580e,Beterraba,1,Asproc,Ceilândia,2
3618290f-0cc2-47ae-b863-043e31bb9119,Goiaba,1,Coopbrasil,Planaltina,4
d5504d83-bc5d-4885-bdd6-58dc4e0c68a2,Gengibre,1,Prorural,Plano Piloto,4
1c773a7c-38a2-4731-931b-cfd3aa9670ce,Banana,0,Coopebraz,Taguatinga,4
6c084518-b647-44c7-89f1-ea776fc757b0,Abóbora,0,Asproc,Paranoá,4
437ea0df-42da-4f16-b4e9-c8027eb52bcb,Abacate,1,Asproc,Planaltina,2
d76c5a3b-2354-4d84-ba6a-18da68d46df6,Batata,0,Asphor,Plano Piloto,1
653e6321-983f-4af5-afac-405cc5a5e54e,Banana,1,Coopebraz,Recanto das Emas,2
6c4e9de6-42e8-4a15-a8d5-91c645b64e6a,Couve,1,Aspaf,Guará,4
5ec5828c-4164-4466-8c3a-5ac50e1fe08c,Tangerina,0,Coopbrasil,Samambaia,4
9038c2e0-6dff-40dc-977c-090bcb207cf8,Batata,0,Coopbrasil,Ceilândia,2
ada10360-9c19-4a9d-a913-d6b861a04c39,Mamão,1,Coopbrasil,Ceilândia,1
054b8115-643b-407c-9729-af02a168a4b0,Banana,0,Asproc,Samambaia,5
9ec2fde9-e2d2-4bc1-bfec-4405ad16dd94,Abacate,0,Asphor,Santa Maria,4
4fb59599-4c25-4f9e-9ea3-0af36319d421,Mamão,1,Aspronte,Recanto das Emas,2
18e46f85-00db-4ff2-bf6f-cc5cd346d3cd,Lichia,0,Asphor,Plano Piloto,4
308a62cd-f6f4-444f-9951-5ebf7a41c455,Morango,1,Aspronte,Recanto das Emas,1
48c62932-530f-4996-8e16-d8ca3462fcf4,Quiabo,1,Asproc,Planaltina,4
e3bda968-e7dc-4e4e-93f7-44b0ef580b2c,Lichia,1,Rede Terra,Santa Maria,5
f50585b6-4983-4441-ba98-788cb9e7a0fa,Couve,0,Aspaf,Guará,1
f53e5878-709f-4091-91a7-5e5338cc5c12,Abóbora,1,Coopbrasil,Samambaia,2
124d7048-bef3-4de4-892f-6806726bc0a4,Pimentão,1,Coopebraz,Brazlândia,2
ed3e200e-6112-4607-9635-6bda731372cf,Coco,0,Cooperbrasília,Sobradinho,5
a0740cf9-2b1f-417d-a79a-da1d5317061e,Batata,0,Cooperbrasília,Sobradinho,1
f22276a3-5b85-4d7a-ac22-cbfe4d490871,Pimentão,0,Aspronte,Recanto das Emas,5
64e1a2ac-00d1-45c0-b34c-b464dae50e58,Gengibre,1,Coopebraz,Recanto das Emas,3
6326c345-3491-4c20-9be4-5ad7ad9d1b9b,Coco,1,Asproc,Recanto das Emas,2
0b7fed3d-bba2-40bf-9b17-6cae28dcc1dc,Chuchu,1,Astraf,Guará,5
909ace24-cc2d-4a02-90fd-c1c2dc756d0a,Goiaba,0,Agrifam,Santa Maria,4
c6aea01e-48dd-4b39-b5ad-66e320457f44,Jiló,1,AsSpag,Brazlândia,1
73f503ad-a982-47e3-aa30-5ad50d6a41d2,Beterraba,0,Agrifam,Santa Maria,3
ada10360-9c19-4a9d-a913-d6b861a04c39,Tangerina,0,Coopbrasil,Gama,2
f2a9fdb9-a41f-43bc-a6b9-0f3eba1c7430,Atemóia,0,Aspaf,Núcleo Bandeirante,3
66855279-bc6d-4957-9ac7-87bdfec44edb,Cajamanga,0,Asphor,Gama,2
aee97a04-4bfa-4209-8fe8-94aea0848eb3,Tomate,1,Astraf,Guará,3
92ea72dc-b1bc-4458-8934-b9baf5609748,Agrião,0,Coopbrasil,Gama,2
fc33e18f-edde-4f79-b68f-3dc32080bc60,Cebola,0,Asproc,Samambaia,3
8447271a-4961-4d2c-8988-4071ca696d31,Cenoura,1,Coopbrasil,Brazlândia,5
4aa2ce11-3011-4bbf-9bcf-d71c7d5cff25,Banana,1,Aspaf,Núcleo Bandeirante,2
6959df05-e86c-4ed6-85eb-078bf9aeecd2,Coco,0,Agrifam,Taguatinga,2
73f503ad-a982-47e3-aa30-5ad50d6a41d2,Berinjela,1,Asproc,Planaltina,4
9bdb8a0d-5474-42fd-ace2-dc57aefebbef,Quiabo,1,Cooper-Horti,Paranoá,3
b20b5e35-4140-42a3-a0a1-a86bbad5200a,Abóbora,0,Cooperbrasília,São Sebastião,2
2eabf22e-501d-4950-b455-913334ba5437,Lichia,1,Asphor,Santa Maria,4
4bbb35e3-078c-462e-8a04-bb60a2129847,Pepino,0,Agrifam,Gama,2
e7e34860-f4a7-4f0f-9521-5386bfdca031,Mandioca,0,Aspaf,Plano Piloto,3
a25caf2a-f170-46fe-868e-e43a29679c12,Brócolis,0,Coopebraz,Recanto das Emas,1
6af55918-1344-4cab-9471-0289f19324fd,Gengibre,1,Rede Terra,Santa Maria,2
2a594d04-4c90-442a-960b-7f62a1fb5f7c,Manga,0,Coopbrasil,Planaltina,1
62de4139-1266-44c4-bbb0-b59f568bb517,Cenoura,1,AsSpag,Brazlândia,5
7cbca426-5e2f-44c1-822d-fdf013f0fc1a,Quiabo,1,Coopbrasil,Brazlândia,1
89424cd5-8dc1-4ec7-b7bf-06b30cfac3a6,Cenoura,1,Asproc,Samambaia,4
d953b9af-0118-4c2f-95dc-0008866d4d84,Cenoura,1,Coopbrasil,Brazlândia,5
7e13bab9-31aa-45a0-af68-2169cb9a6ad5,Chuchu,1,Coopebraz,Brazlândia,1
971c2ecf-887c-446e-a629-865b3f279296,Agrião,0,Aspaf,Plano Piloto,3
2bb7ce0c-6df4-4f87-af52-38b64fd65f1f,Coco,1,Cooperbrasília,São Sebastião,3
857b255b-3040-411e-a914-60061ad0b001,Morango,0,Asphor,Gama,2
e5f4c69b-ac58-47d1-9f74-078b2bc0cb68,Brócolis,0,Aspaf,Plano Piloto,1
7fccbb12-df51-494c-a864-2c5bd58621f2,Cebola,1,Coopebraz,Recanto das Emas,2
4e00a5ba-8312-43f7-8dac-faedfb8656a2,Manga,1,Rede Terra,Santa Maria,4
841b2ac1-3dc9-4758-bafd-6a3b0d07d089,Banana,1,Asproc,Planaltina,1
745e6456-1d10-4794-b610-0a83f00bbe71,Atemóia,0,Afeca,São Sebastião,1
de2a7f23-d2f7-46a6-b0af-12dea91b8f3c,Gengibre,1,Agrifam,Taguatinga,5
8d6f5dec-f75d-49d3-b76c-00b4f3f46d58,Goiaba,1,Coopbrasil,Ceilândia,1
9e2041c4-0134-4040-a8cd-e56287ceb04b,Alface,0,Coopebraz,Brazlândia,4
dc5b662c-55f4-4855-afbd-f5048bcf8271,Beterraba,0,Coopebraz,Brazlândia,1
3c4b4605-dd78-47cd-9048-103a351b10ff,Quiabo,1,Coopbrasil,Brazlândia,5
70fd9b94-e2f8-48d7-badd-9c563e78513c,Manga,1,Asphor,Plano Piloto,1
c7678145-9fab-4f39-88a6-3a155755a79a,Cebola,1,Cooperbrasília,São Sebastião,5
7b465846-eeed-4e34-bd6e-9dbf51ce6ec1,Abacate,0,Coopbrasil,Brazlândia,5
c5ee8be4-79bd-4f83-983e-7b3982ad1816,Goiaba,0,Prorural,Plano Piloto,5
767e441e-fcf7-40bf-bbbc-1fcad152247d,Morango,0,Prorural,Paranoá,5
c31212d4-6e29-4f10-b24a-b15dd0b5dc10,Limão,0,Aspronte,Ceilândia,4
b48e9730-f215-4e92-a935-a8f1dfc28118,Morango,1,Coopebraz,Brazlândia,3
8809fb24-6ccd-4d5a-b544-63064f82fcd5,Goiaba,0,Agrifam,Santa Maria,2
0fb5b4df-6a40-429d-b0f5-a0ddbce53554,Mandioca,1,Coopbrasil,Ceilândia,1
c66218fb-6bd4-4b53-9fb7-fdfa644ed89e,Atemóia,1,Cooper-mista,Planaltina,1
0f81c2d2-b047-4e3a-9b82-a7f0d9341c7b,Cebola,0,Coopebraz,Brazlândia,5
2278d532-3048-4a84-a1ad-a64f8d9dfe4b,Cajamanga,1,Asphor,Gama,2
bb8ff056-e876-4a0a-8857-db666e4aeb1d,Batata,0,Aspaf,Plano Piloto,4
00121ac0-6dd1-4d56-aae5-0c80b51db7aa,Banana,0,Amista,Santa Maria,3
53fa9237-533c-4cac-9574-24ff5830c45c,Lichia,1,Afeca,São Sebastião,4
b3821acb-d7ce-410e-8be1-198a41eb8fdc,Gengibre,0,Coopbrasil,Recanto das Emas,4
3dec76a9-a9cd-4470-b650-1862eab8a69a,Atemóia,0,Coopbrasil,Recanto das Emas,5
f8549652-e7d3-4dbd-892b-4406fd125850,Abóbora,0,Coopbrasil,Gama,3
b763a2de-17e3-44a3-a51d-d44eb0ad9377,Limão,1,Agrifam,Gama,4
58ce7b45-d26d-4db5-8e19-e26b409336da,Tomate,1,Amista,Santa Maria,2
223b555b-5084-4d94-889f-68246b02f00a,Lichia,0,Cooper-mista,Planaltina,2
7ba19c7a-7b82-4d2c-b7aa-ac5f199399ac,Maracujá,0,Coopebraz,Recanto das Emas,4
65f78b5b-e12c-4cce-92be-47df934b7b6f,Maracujá,0,Coopebraz,Recanto das Emas,5
053d0f6f-a15d-4cf5-a273-a01b529f7835,Gengibre,1,Rede Terra,Santa Maria,1
9765e9dc-3be8-4dc4-9b4a-9cfedec3e201,Repolho,1,Coopebraz,Taguatinga,3
ebd41d76-1daf-42f1-ac50-98e71fb322e2,Berinjela,1,Agrifam,Santa Maria,1
70aab8c4-c4ae-4324-ad81-2a1587c556ef,Cajamanga,1,Rede Terra,Santa Maria,2
35b28903-09c1-40db-95d1-3afad2d566a4,Cajamanga,0,Asproc,Recanto das Emas,4
538586bb-e793-4147-b086-793dd8701c24,Repolho,1,Prorural,Paranoá,2
e410d476-cbe8-4813-8309-67eeb60d9e4b,Berinjela,0,Asproc,Recanto das Emas,2
05290cb6-a168-428d-a95e-6a70c6553502,Alface,0,Coopbrasil,Ceilândia,5
e715ec1e-22be-4db0-9bd2-0c55ed412133,Chuchu,1,Astraf,Guará,5
1c8192a2-2805-419c-aa86-9ab762499de3,Tangerina,0,Coopbrasil,Núcleo Bandeirante,3
efea31cb-5ceb-4d6c-8aaf-2409f04cf4fa,Couve,1,Asproc,Ceilândia,5
fe602317-1910-4224-95f2-600d66dd413c,Maracujá,1,Aspaf,Guará,4
dfa04850-2d6b-4fe4-b40c-63f285cb6ce5,Maracujá,0,Coopbrasil,Samambaia,5
cbfe00a1-e81f-45d8-8aa7-29f10859e385,Repolho,1,Coopbrasil,Brazlândia,4
90a599b9-f474-4b6f-a296-29a84c63d1da,Quiabo,1,Cooperbrasília,Sobradinho,5
d8b49300-1e5f-4634-b599-653101ad0647,Morango,0,Coopbrasil,Planaltina,5
38d49e3c-0785-4f59-9a41-e64689cd7bdc,Repolho,1,Amista,Santa Maria,4
0caab456-11d3-44f2-9983-849b077eb91a,Quiabo,0,Aspaf,Plano Piloto,1
5527866f-f0cb-43bd-b162-8270893e04d1,Gengibre,1,Rede Terra,Santa Maria,5
62b654ba-11fb-4f45-b4e3-7a2f92e96d52,Beterraba,1,Coopbrasil,Núcleo Bandeirante,3
b6382715-a829-4a58-bab0-3f1ecbef460f,Banana,0,Agrifam,Taguatinga,2
19e578d1-dc77-4202-871f-7ee909f78417,Quiabo,1,Asproc,Ceilândia,2
8ed67e12-c4c2-41a5-a294-a9b16f55f916,Pitaia,0,Cooperbrasília,Sobradinho,3
59c6ed4f-9af9-445a-abf7-136ba3ec2761,Pitaia,1,Cooper-Horti,Paranoá,3
a4384fa6-c99c-42c2-8395-f3bff167572f,Banana,0,Coopebraz,Recanto das Emas,5
7e971b0b-f41b-4231-9914-6e7172304184,Jiló,0,Coopbrasil,Núcleo Bandeirante,5
43268150-fbd7-4307-94a2-0629c4ace065,Goiaba,0,Coopbrasil,Gama,2
53fb6e61-9bf0-4901-98fa-36a2c955472e,Gengibre,1,Asphor,Santa Maria,2
76f3174f-4506-4a69-ad89-497fec8ac8cc,Cajamanga,1,Agrifam,Santa Maria,4
b9942602-8cf4-452d-bdaf-ef1620380ec9,Cajamanga,1,Asproc,Ceilândia,1
9891838c-478b-43d5-af74-f95eaaf226bf,Brócolis,1,Cooperbrasília,Sobradinho,5
db59325a-4117-4501-9468-fbc53da0e255,Banana,1,Asphor,Plano Piloto,4
1ac17b21-3973-4181-b9ea-d500e0b080ad,Berinjela,1,Coopbrasil,Ceilândia,1
19da975d-7323-4a16-ae5f-b73f32d1108b,Uva,1,Asproc,Ceilândia,1
f8f5f70d-a032-426b-9da4-c5fde2220a17,Agrião,0,Aspronte,Ceilândia,2
edcc0935-b69d-40ea-bea1-1c56a59986b1,Mandioca,0,Agrifam,Gama,3
86bcb587-3e84-488a-9013-aaa3e54884a1,Pimentão,0,Asproc,Recanto das Emas,1
06523cba-82ac-474f-a02b-ecae08ffc24d,Morango,1,Aspronte,Recanto das Emas,5
c5ee8be4-79bd-4f83-983e-7b3982ad1816,Gengibre,0,Asphor,Santa Maria,1
ccd100a4-6ae7-4f4b-91a0-81225a182ed1,Mamão,0,Aspaf,Guará,2
b5d89147-5d2a-4fbc-849a-86293dc0cda6,Cenoura,0,Aspronte,Ceilândia,4
1f3f9a0d-527e-49f1-8dfa-429929da40da,Tomate,1,Coopbrasil,Gama,1
c422d470-c29e-4aa9-a164-5e6491addbb0,Coco,0,Coopbrasil,Ceilândia,2
eaa6f02c-f6b6-4499-a333-23ac3fd66591,Chuchu,1,Astraf,Guará,1
aead4fe5-35bf-4477-9845-4d50a3c3103f,Manga,1,Afeca,São Sebastião,5
feb6d169-9017-403a-a676-eed1ea0de3d3,Mamão,1,Aspaf,Núcleo Bandeirante,3
5f3c6b30-8ca9-443d-90d5-e14dad7363e0,Jiló,0,Coopbrasil,Ceilândia,1
255a654b-b3e0-4e17-a758-6b6eee6e176e,Chuchu,1,Asphor,Santa Maria,2
9bbda9e6-6e01-4efa-aacf-9e5b817f6bf9,Chuchu,1,Asphor,Gama,2
5081d5e5-b630-4212-a46a-c83ef2a48e2b,Manga,1,Afeca,São Sebastião,2
73d52c3a-1493-43fd-a6c6-0814d838913e,Tangerina,1,Asphor,Plano Piloto,1
9a8930d6-a722-4474-a5e7-e6dec54c7fac,Couve,0,Asproc,Planaltina,1
ec602f15-eef3-4e4a-b760-747d28272b93,Lichia,1,Coopebraz,Recanto das Emas,5
a4a6201d-4551-46eb-bb2b-5134f3cc1393,Batata,0,Aspaf,Guará,3
3e33307a-050d-41f4-a1f6-becad9b49481,Limão,1,Afeca,São Sebastião,1
01ecd4c8-65ad-4a1f-a515-7e64c4c768d1,Beterraba,0,Coopbrasil,Ceilândia,2
72a08d0e-3721-4665-a71b-e1c733a71b0e,Limão,1,Coopebraz,Samambaia,5
af2022bd-14cf-412e-b967-77280f2b728d,Tomate,0,Coopbrasil,Recanto das Emas,3
235c4346-7669-475c-b25e-28e552266c0b,Morango,1,Coopbrasil,Brazlândia,1
f4687d2a-a56c-48ec-a32c-81bcb3bdbad4,Cenoura,0,Aspronte,Recanto das Emas,3
acabc199-74ae-466d-b53b-77e32cd6e145,Batata,0,Asphor,Gama,4
f2803d54-2126-4f58-b81c-2dac2aace755,Cajamanga,0,Coopebraz,Brazlândia,4
4075daaf-37ed-4ea6-b459-5cab724550e2,Alface,1,Coopbrasil,Gama,3
fea5f7ed-8fdd-4898-90a9-917970610abf,Lichia,0,Prorural,Paranoá,3
108a0f73-c7f8-4f08-aa38-d6a3b7467c77,Mandioca,1,Aspaf,Guará,5
75eb4970-3732-4a7c-ac15-a5f55ef9949b,Tomate,0,Cooperbrasília,São Sebastião,2
3b6f6c07-4baa-4307-95e4-17bd762e10bd,Repolho,0,Coopbrasil,Samambaia,2
ccbbf0d7-d975-47a0-8dd1-2cf535867dda,Brócolis,0,Cooperbrasília,Sobradinho,1
42e3b826-64eb-45fb-a91f-6cc6c8bbe027,Brócolis,1,Cooperbrasília,Sobradinho,2
